k,station_id,active_drone,battery_wh
6505,2,cf3,57.96
6505,3,cf4,77.74
6506,0,cf5,88.22
6506,1,cf2,83.83
6506,2,cf3,57.89
6506,3,cf4,77.61
6507,0,cf5,88.13
6507,1,cf2,83.72
6507,2,cf3,57.81
6507,3,cf4,77.48
6508,0,cf5,88.04
6508,1,cf2,83.61
6508,2,cf3,57.74
6508,3,cf4,77.35
6509,0,cf5,87.95
6509,1,cf2,83.51
6509,2,cf3,57.67
6509,3,cf4,77.22
6510,0,cf5,87.86
6510,1,cf2,83.40
6510,2,cf3,57.59
6510,3,cf4,77.09
6511,0,cf5,87.77
6511,1,cf2,83.29
6511,2,cf3,57.52
6511,3,cf4,76.96
6512,0,cf5,87.68
6512,1,cf2,83.19
6512,2,cf3,57.44
6512,3,cf4,76.84
6513,0,cf5,87.59
6513,1,cf2,83.08
6513,2,cf3,57.37
6513,3,cf4,76.71
6514,0,cf5,87.50
6514,1,cf2,82.98
6514,2,cf3,57.30
6514,3,cf4,76.58
6515,0,cf5,87.41
6515,1,cf2,82.87
6515,2,cf3,57.22
6515,3,cf4,76.46
6516,0,cf5,87.32
6516,1,cf2,82.77
6516,2,cf3,57.15
6516,3,cf4,76.33
6517,0,cf5,87.23
6517,1,cf2,82.66
6517,2,cf3,57.08
6517,3,cf4,76.21
6518,0,cf5,87.14
6518,1,cf2,82.56
6518,2,cf3,57.01
6518,3,cf4,76.08
6519,0,cf5,87.05
6519,1,cf2,82.46
6519,2,cf3,56.93
6519,3,cf4,75.96
6520,0,cf5,86.97
6520,1,cf2,82.36
6520,2,cf3,56.86
6520,3,cf4,75.84
6521,0,cf5,86.88
6521,1,cf2,82.25
6521,2,cf3,56.79
6521,3,cf4,75.71
6522,0,cf5,86.79
6522,1,cf2,82.15
6522,2,cf3,56.72
6522,3,cf4,75.59
6523,0,cf5,86.70
6523,1,cf2,82.05
6523,2,cf3,56.65
6523,3,cf4,75.47
6524,0,cf5,86.62
6524,1,cf2,81.95
6524,2,cf3,56.57
6524,3,cf4,75.35
6525,0,cf5,86.53
6525,1,cf2,81.85
6525,2,cf3,56.50
6525,3,cf4,75.23
6526,0,cf5,86.45
6526,1,cf2,81.75
6526,2,cf3,56.43
6526,3,cf4,75.11
6527,0,cf5,86.36
6527,1,cf2,81.65
6527,2,cf3,56.36
6527,3,cf4,75.00
6528,0,cf5,86.27
6528,1,cf2,81.55
6528,2,cf3,56.29
6528,3,cf4,74.88
6529,0,cf5,86.19
6529,1,cf2,81.45
6529,2,cf3,56.22
6529,3,cf4,74.76
6530,0,cf5,86.10
6530,1,cf2,81.35
6530,2,cf3,56.15
6530,3,cf4,74.64
6531,0,cf5,86.02
6531,1,cf2,81.25
6531,2,cf3,56.08
6531,3,cf4,74.53
6532,0,cf5,85.93
6532,1,cf2,81.16
6532,2,cf3,56.01
6532,3,cf4,74.41
6533,0,cf5,85.85
6533,1,cf2,81.06
6533,2,cf3,55.94
6533,3,cf4,74.30
6534,0,cf5,85.77
6534,1,cf2,80.96
6534,2,cf3,55.87
6534,3,cf4,74.18
6535,0,cf5,85.68
6535,1,cf2,80.87
6535,2,cf3,55.80
6535,3,cf4,74.07
6536,0,cf5,85.60
6536,1,cf2,80.77
6536,2,cf3,55.73
6536,3,cf4,73.96
6537,0,cf5,85.52
6537,1,cf2,80.67
6537,2,cf3,55.66
6537,3,cf4,73.85
6538,0,cf5,85.43
6538,1,cf2,80.58
6538,2,cf3,55.59
6538,3,cf4,73.74
6539,0,cf5,85.35
6539,1,cf2,80.48
6539,2,cf3,55.52
6539,3,cf4,73.62
6540,0,cf5,85.27
6540,1,cf2,80.39
6540,2,cf3,55.45
6540,3,cf4,73.51
6541,0,cf5,85.19
6541,1,cf2,80.30
6541,2,cf3,55.39
6541,3,cf4,73.41
6542,0,cf5,85.10
6542,1,cf2,80.20
6542,2,cf3,55.32
6542,3,cf4,73.30
6543,0,cf5,85.02
6543,1,cf2,80.11
6543,2,cf3,55.25
6543,3,cf4,73.19
6544,0,cf5,84.94
6544,1,cf2,80.02
6544,2,cf3,55.18
6544,3,cf4,73.08
6545,0,cf5,84.86
6545,1,cf2,79.92
6545,2,cf3,55.11
6545,3,cf4,72.97
6546,0,cf5,84.78
6546,1,cf2,79.83
6546,2,cf3,55.05
6546,3,cf4,72.87
6547,0,cf5,84.70
6547,1,cf2,79.74
6547,2,cf3,54.98
6547,3,cf4,72.76
6548,0,cf5,84.62
6548,1,cf2,79.65
6548,2,cf3,54.91
6548,3,cf8,100.00
6549,0,cf5,84.54
6549,1,cf2,79.56
6549,2,cf3,54.84
6549,3,cf8,99.85
6550,0,cf5,84.46
6550,1,cf2,79.47
6550,2,cf3,54.78
6550,3,cf8,99.70
6551,0,cf5,84.38
6551,1,cf2,79.38
6551,2,cf3,54.71
6551,3,cf8,99.55
6552,0,cf5,84.30
6552,1,cf2,79.29
6552,2,cf3,54.64
6552,3,cf8,99.41
6553,0,cf5,84.22
6553,1,cf2,79.20
6553,2,cf3,54.58
6553,3,cf8,99.26
6554,0,cf5,84.15
6554,1,cf2,79.11
6554,2,cf3,54.51
6554,3,cf8,99.11
6555,0,cf5,84.07
6555,1,cf2,79.02
6555,2,cf3,54.45
6555,3,cf8,98.97
6556,0,cf5,83.99
6556,1,cf2,78.93
6556,2,cf3,54.38
6556,3,cf8,98.82
6557,0,cf5,83.91
6557,1,cf2,78.85
6557,2,cf3,54.31
6557,3,cf8,98.68
6558,0,cf5,83.84
6558,1,cf2,78.76
6558,2,cf3,54.25
6558,3,cf8,98.53
6559,0,cf5,83.76
6559,1,cf2,78.67
6559,2,cf3,54.18
6559,3,cf8,98.39
6560,0,cf5,83.68
6560,1,cf2,78.59
6560,2,cf3,54.12
6560,3,cf8,98.25
6561,0,cf5,83.61
6561,1,cf2,78.50
6561,2,cf3,54.05
6561,3,cf8,98.11
6562,0,cf5,83.53
6562,1,cf2,78.41
6562,2,cf3,53.99
6562,3,cf8,97.97
6563,0,cf5,83.45
6563,1,cf2,78.33
6563,2,cf3,53.93
6563,3,cf8,97.83
6564,0,cf5,83.38
6564,1,cf2,78.25
6564,2,cf3,53.86
6564,3,cf8,97.69
6565,0,cf5,83.30
6565,1,cf2,78.16
6565,2,cf3,53.80
6565,3,cf8,97.55
6566,0,cf5,83.23
6566,1,cf6,100.00
6566,2,cf3,53.73
6566,3,cf8,97.41
6567,0,cf5,83.15
6567,1,cf6,99.88
6567,2,cf3,53.67
6567,3,cf8,97.27
6568,0,cf5,83.08
6568,1,cf6,99.76
6568,2,cf3,53.60
6568,3,cf8,97.13
6569,0,cf5,83.00
6569,1,cf6,99.64
6569,2,cf3,53.54
6569,3,cf8,96.98
6570,0,cf5,82.92
6570,1,cf6,99.52
6570,2,cf3,53.47
6570,3,cf8,96.84
6571,0,cf5,82.84
6571,1,cf6,99.40
6571,2,cf3,53.41
6571,3,cf8,96.69
6572,0,cf5,82.76
6572,1,cf6,99.28
6572,2,cf3,53.34
6572,3,cf8,96.55
6573,0,cf5,82.68
6573,1,cf6,99.16
6573,2,cf3,53.27
6573,3,cf8,96.40
6574,0,cf5,82.60
6574,1,cf6,99.04
6574,2,cf3,53.20
6574,3,cf8,96.25
6575,0,cf5,82.52
6575,1,cf6,98.92
6575,2,cf3,53.14
6575,3,cf8,96.10
6576,0,cf5,82.44
6576,1,cf6,98.80
6576,2,cf3,53.07
6576,3,cf8,95.95
6577,0,cf5,82.36
6577,1,cf6,98.68
6577,2,cf3,53.00
6577,3,cf8,95.80
6578,0,cf5,82.27
6578,1,cf6,98.56
6578,2,cf3,52.93
6578,3,cf8,95.65
6579,0,cf5,82.19
6579,1,cf6,98.44
6579,2,cf3,52.86
6579,3,cf8,95.50
6580,0,cf5,82.11
6580,1,cf6,98.32
6580,2,cf3,52.79
6580,3,cf8,95.35
6581,0,cf5,82.02
6581,1,cf6,98.20
6581,2,cf3,52.72
6581,3,cf8,95.20
6582,0,cf5,81.93
6582,1,cf6,98.08
6582,2,cf3,52.65
6582,3,cf8,95.05
6583,0,cf5,81.85
6583,1,cf6,97.96
6583,2,cf3,52.58
6583,3,cf8,94.90
6584,0,cf5,81.76
6584,1,cf6,97.84
6584,2,cf3,52.50
6584,3,cf8,94.75
6585,0,cf5,81.67
6585,1,cf6,97.72
6585,2,cf3,52.43
6585,3,cf8,94.60
6586,0,cf5,81.58
6586,1,cf6,97.60
6586,2,cf3,52.36
6586,3,cf8,94.45
6587,0,cf5,81.49
6587,1,cf6,97.48
6587,2,cf3,52.29
6587,3,cf8,94.30
6588,0,cf5,81.40
6588,1,cf6,97.36
6588,2,cf3,52.21
6588,3,cf8,94.15
6589,0,cf5,81.31
6589,1,cf6,97.24
6589,2,cf3,52.14
6589,3,cf8,94.00
6590,0,cf5,81.22
6590,1,cf6,97.12
6590,2,cf3,52.06
6590,3,cf8,93.85
6591,0,cf5,81.13
6591,1,cf6,97.00
6591,2,cf3,51.99
6591,3,cf8,93.70
6592,0,cf5,81.03
6592,1,cf6,96.88
6592,2,cf3,51.91
6592,3,cf8,93.55
6593,0,cf5,80.94
6593,1,cf6,96.76
6593,2,cf3,51.84
6593,3,cf8,93.40
6594,0,cf5,80.84
6594,1,cf6,96.64
6594,2,cf3,51.76
6594,3,cf8,93.25
6595,0,cf5,80.75
6595,1,cf6,96.52
6595,2,cf3,51.68
6595,3,cf8,93.10
6596,0,cf5,80.65
6596,1,cf6,96.40
6596,2,cf3,51.60
6596,3,cf8,92.95
6597,0,cf5,80.56
6597,1,cf6,96.28
6597,2,cf3,51.53
6597,3,cf8,92.80
6598,0,cf5,80.46
6598,1,cf6,96.16
6598,2,cf3,51.45
6598,3,cf8,92.65
6599,0,cf5,80.36
6599,1,cf6,96.04
6599,2,cf3,51.37
6599,3,cf8,92.50
6600,0,cf5,80.26
6600,1,cf6,95.92
6600,2,cf3,51.29
6600,3,cf8,92.35
6601,0,cf5,80.17
6601,1,cf6,95.80
6601,2,cf3,51.21
6601,3,cf8,92.20
6602,0,cf5,80.07
6602,1,cf6,95.68
6602,2,cf3,51.13
6602,3,cf8,92.05
6603,0,cf5,79.97
6603,1,cf6,95.56
6603,2,cf3,51.06
6603,3,cf8,91.90
6604,0,cf5,79.87
6604,1,cf6,95.45
6604,2,cf3,50.98
6604,3,cf8,91.76
6605,0,cf5,79.78
6605,1,cf6,95.33
6605,2,cf3,50.90
6605,3,cf8,91.61
6606,0,cf5,79.68
6606,1,cf6,95.21
6606,2,cf3,50.82
6606,3,cf8,91.46
6607,0,cf5,79.59
6607,1,cf6,95.09
6607,2,cf3,50.75
6607,3,cf8,91.32
6608,0,cf5,79.49
6608,1,cf6,94.98
6608,2,cf3,50.67
6608,3,cf8,91.18
6609,0,cf5,79.39
6609,1,cf6,94.86
6609,2,cf3,50.59
6609,3,cf8,91.03
6610,0,cf5,79.30
6610,1,cf6,94.75
6610,2,cf3,50.51
6610,3,cf8,90.89
6611,0,cf5,79.20
6611,1,cf6,94.63
6611,2,cf3,50.44
6611,3,cf8,90.75
6612,0,cf5,79.11
6612,1,cf6,94.52
6612,2,cf3,50.36
6612,3,cf8,90.60
6613,0,cf5,79.02
6613,1,cf6,94.40
6613,2,cf3,50.28
6613,3,cf8,90.46
6614,0,cf5,78.92
6614,1,cf6,94.29
6614,2,cf3,50.21
6614,3,cf8,90.32
6615,0,cf5,78.83
6615,1,cf6,94.18
6615,2,cf3,50.13
6615,3,cf8,90.18
6616,0,cf5,78.73
6616,1,cf6,94.06
6616,2,cf3,50.06
6616,3,cf8,90.04
6617,0,cf5,78.64
6617,1,cf6,93.95
6617,2,cf3,49.98
6617,3,cf8,89.91
6618,0,cf5,78.55
6618,1,cf6,93.84
6618,2,cf3,49.91
6618,3,cf8,89.77
6619,0,cf5,78.46
6619,1,cf6,93.73
6619,2,cf3,49.83
6619,3,cf8,89.63
6620,0,cf5,78.36
6620,1,cf6,93.61
6620,2,cf3,49.76
6620,3,cf8,89.49
6621,0,cf5,78.27
6621,1,cf6,93.50
6621,2,cf3,49.68
6621,3,cf8,89.36
6622,0,cf5,78.18
6622,1,cf6,93.39
6622,2,cf3,49.61
6622,3,cf8,89.22
6623,0,cf5,78.09
6623,1,cf6,93.28
6623,2,cf3,49.53
6623,3,cf8,89.09
6624,0,cf5,78.00
6624,1,cf6,93.17
6624,2,cf3,49.46
6624,3,cf8,88.95
6625,0,cf5,77.91
6625,1,cf6,93.06
6625,2,cf3,49.38
6625,3,cf8,88.82
6626,0,cf5,77.82
6626,1,cf6,92.95
6626,2,cf3,49.31
6626,3,cf8,88.69
6627,0,cf5,77.73
6627,1,cf6,92.84
6627,2,cf3,49.24
6627,3,cf8,88.55
6628,0,cf5,77.64
6628,1,cf6,92.74
6628,2,cf3,49.16
6628,3,cf8,88.42
6629,0,cf5,77.55
6629,1,cf6,92.63
6629,2,cf3,49.09
6629,3,cf8,88.29
6630,0,cf5,77.46
6630,1,cf6,92.52
6630,2,cf3,49.02
6630,3,cf8,88.16
6631,0,cf5,77.37
6631,1,cf6,92.41
6631,2,cf3,48.94
6631,3,cf8,88.03
6632,0,cf5,77.28
6632,1,cf6,92.31
6632,2,cf3,48.87
6632,3,cf8,87.90
6633,0,cf5,77.19
6633,1,cf6,92.20
6633,2,cf3,48.80
6633,3,cf8,87.77
6634,0,cf5,77.10
6634,1,cf6,92.10
6634,2,cf3,48.72
6634,3,cf8,87.65
6635,0,cf5,77.01
6635,1,cf6,91.99
6635,2,cf3,48.65
6635,3,cf8,87.52
6636,0,cf5,76.93
6636,1,cf6,91.89
6636,2,cf3,48.58
6636,3,cf8,87.39
6637,0,cf5,76.84
6637,1,cf6,91.78
6637,2,cf3,48.51
6637,3,cf8,87.27
6638,0,cf5,76.75
6638,1,cf6,91.68
6638,2,cf3,48.44
6638,3,cf8,87.14
6639,0,cf5,76.66
6639,1,cf6,91.57
6639,2,cf3,48.36
6639,3,cf8,87.02
6640,0,cf5,76.58
6640,1,cf6,91.47
6640,2,cf3,48.29
6640,3,cf8,86.89
6641,0,cf5,76.49
6641,1,cf6,91.37
6641,2,cf3,48.22
6641,3,cf8,86.77
6642,0,cf5,76.41
6642,1,cf6,91.26
6642,2,cf3,48.15
6642,3,cf8,86.65
6643,0,cf5,76.32
6643,1,cf6,91.16
6643,2,cf3,48.08
6643,3,cf8,86.52
6644,0,cf5,76.23
6644,1,cf6,91.06
6644,2,cf3,48.01
6644,3,cf8,86.40
6645,0,cf5,76.15
6645,1,cf6,90.96
6645,2,cf3,47.94
6645,3,cf8,86.28
6646,0,cf5,76.06
6646,1,cf6,90.86
6646,2,cf3,47.87
6646,3,cf8,86.16
6647,0,cf5,75.98
6647,1,cf6,90.76
6647,2,cf3,47.80
6647,3,cf8,86.04
6648,0,cf5,75.90
6648,1,cf6,90.66
6648,2,cf3,47.73
6648,3,cf8,85.92
6649,0,cf5,75.81
6649,1,cf6,90.56
6649,2,cf3,47.66
6649,3,cf8,85.81
6650,0,cf5,75.73
6650,1,cf6,90.46
6650,2,cf3,47.59
6650,3,cf8,85.69
6651,0,cf5,75.64
6651,1,cf6,90.36
6651,2,cf3,47.52
6651,3,cf8,85.57
6652,0,cf5,75.56
6652,1,cf6,90.26
6652,2,cf3,47.45
6652,3,cf8,85.45
6653,0,cf5,75.48
6653,1,cf6,90.16
6653,2,cf3,47.38
6653,3,cf8,85.34
6654,0,cf5,75.40
6654,1,cf6,90.06
6654,2,cf3,47.31
6654,3,cf8,85.22
6655,0,cf5,75.31
6655,1,cf6,89.97
6655,2,cf3,47.24
6655,3,cf8,85.11
6656,0,cf5,75.23
6656,1,cf6,89.87
6656,2,cf3,47.17
6656,3,cf8,84.99
6657,0,cf5,75.15
6657,1,cf6,89.77
6657,2,cf3,47.11
6657,3,cf8,84.88
6658,0,cf5,75.07
6658,1,cf6,89.68
6658,2,cf3,47.04
6658,3,cf8,84.77
6659,0,cf5,74.99
6659,1,cf6,89.58
6659,2,cf3,46.97
6659,3,cf8,84.66
6660,0,cf5,74.91
6660,1,cf6,89.49
6660,2,cf3,46.90
6660,3,cf8,84.55
6661,0,cf5,74.82
6661,1,cf6,89.39
6661,2,cf3,46.83
6661,3,cf8,84.43
6662,0,cf5,74.74
6662,1,cf6,89.30
6662,2,cf3,46.77
6662,3,cf8,84.32
6663,0,cf5,74.66
6663,1,cf6,89.20
6663,2,cf3,46.70
6663,3,cf8,84.22
6664,0,cf5,74.58
6664,1,cf6,89.11
6664,2,cf3,46.63
6664,3,cf8,84.11
6665,0,cf5,74.50
6665,1,cf6,89.02
6665,2,cf3,46.57
6665,3,cf8,84.00
6666,0,cf5,74.43
6666,1,cf6,88.92
6666,2,cf3,46.50
6666,3,cf8,83.89
6667,0,cf5,74.35
6667,1,cf6,88.83
6667,2,cf3,46.43
6667,3,cf8,83.78
6668,0,cf5,74.27
6668,1,cf6,88.74
6668,2,cf3,46.37
6668,3,cf8,83.68
6669,0,cf5,74.19
6669,1,cf6,88.65
6669,2,cf3,46.30
6669,3,cf8,83.57
6670,0,cf5,74.11
6670,1,cf6,88.56
6670,2,cf3,46.23
6670,3,cf4,100.00
6671,0,cf5,74.03
6671,1,cf6,88.47
6671,2,cf3,46.17
6671,3,cf4,99.85
6672,0,cf5,73.96
6672,1,cf6,88.38
6672,2,cf3,46.10
6672,3,cf4,99.70
6673,0,cf5,73.88
6673,1,cf6,88.29
6673,2,cf3,46.04
6673,3,cf4,99.55
6674,0,cf5,73.80
6674,1,cf6,88.20
6674,2,cf3,45.97
6674,3,cf4,99.41
6675,0,cf5,73.72
6675,1,cf6,88.11
6675,2,cf3,45.91
6675,3,cf4,99.26
6676,0,cf5,73.65
6676,1,cf6,88.02
6676,2,cf3,45.84
6676,3,cf4,99.11
6677,0,cf5,73.57
6677,1,cf6,87.93
6677,2,cf3,45.78
6677,3,cf4,98.97
6678,0,cf5,73.50
6678,1,cf6,87.84
6678,2,cf3,45.71
6678,3,cf4,98.82
6679,0,cf5,73.42
6679,1,cf6,87.75
6679,2,cf3,45.65
6679,3,cf4,98.68
6680,0,cf5,73.34
6680,1,cf6,87.67
6680,2,cf3,45.58
6680,3,cf4,98.53
6681,0,cf5,73.27
6681,1,cf6,87.58
6681,2,cf3,45.52
6681,3,cf4,98.39
6682,0,cf5,73.19
6682,1,cf6,87.49
6682,2,cf3,45.46
6682,3,cf4,98.25
6683,0,cf5,73.12
6683,1,cf6,87.41
6683,2,cf3,45.39
6683,3,cf4,98.11
6684,0,cf5,73.05
6684,1,cf6,87.32
6684,2,cf3,45.33
6684,3,cf4,97.97
6685,0,cf5,72.97
6685,1,cf6,87.24
6685,2,cf3,45.26
6685,3,cf4,97.83
6686,0,cf5,72.90
6686,1,cf6,87.15
6686,2,cf3,45.20
6686,3,cf4,97.69
6687,0,cf5,72.82
6687,1,cf6,87.07
6687,2,cf3,45.14
6687,3,cf4,97.55
6688,0,cf5,72.75
6688,1,cf2,100.00
6688,2,cf3,45.08
6688,3,cf4,97.41
6689,0,cf5,72.68
6689,1,cf2,99.88
6689,2,cf3,45.01
6689,3,cf4,97.27
6690,0,cf5,72.61
6690,1,cf2,99.76
6690,2,cf3,44.95
6690,3,cf4,97.13
6691,0,cf5,72.53
6691,1,cf2,99.64
6691,2,cf3,44.89
6691,3,cf4,97.00
6692,0,cf5,72.46
6692,1,cf2,99.52
6692,2,cf3,44.83
6692,3,cf4,96.86
6693,0,cf5,72.39
6693,1,cf2,99.41
6693,2,cf3,44.76
6693,3,cf4,96.72
6694,0,cf5,72.32
6694,1,cf2,99.29
6694,2,cf3,44.70
6694,3,cf4,96.59
6695,0,cf5,72.25
6695,1,cf2,99.17
6695,2,cf3,44.64
6695,3,cf4,96.46
6696,0,cf5,72.18
6696,1,cf2,99.05
6696,2,cf3,44.58
6696,3,cf4,96.32
6697,0,cf5,72.11
6697,1,cf2,98.94
6697,2,cf3,44.52
6697,3,cf4,96.19
6698,0,cf5,72.04
6698,1,cf2,98.82
6698,2,cf3,44.46
6698,3,cf4,96.06
6699,0,cf1,100.00
6699,1,cf2,98.71
6699,2,cf3,44.40
6699,3,cf4,95.93
6700,0,cf1,99.90
6700,1,cf2,98.59
6700,2,cf3,44.34
6700,3,cf4,95.79
6701,0,cf1,99.80
6701,1,cf2,98.47
6701,2,cf3,44.27
6701,3,cf4,95.66
6702,0,cf1,99.70
6702,1,cf2,98.35
6702,2,cf3,44.21
6702,3,cf4,95.52
6703,0,cf1,99.60
6703,1,cf2,98.23
6703,2,cf3,44.15
6703,3,cf4,95.38
6704,0,cf1,99.50
6704,1,cf2,98.11
6704,2,cf3,44.09
6704,3,cf4,95.25
6705,0,cf1,99.40
6705,1,cf2,97.99
6705,2,cf3,44.02
6705,3,cf4,95.10
6706,0,cf1,99.30
6706,1,cf2,97.87
6706,2,cf3,43.96
6706,3,cf4,94.96
6707,0,cf1,99.20
6707,1,cf2,97.75
6707,2,cf3,43.89
6707,3,cf4,94.82
6708,0,cf1,99.10
6708,1,cf2,97.63
6708,2,cf3,43.83
6708,3,cf4,94.67
6709,0,cf1,99.00
6709,1,cf2,97.51
6709,2,cf3,43.76
6709,3,cf4,94.53
6710,0,cf1,98.90
6710,1,cf2,97.39
6710,2,cf3,43.70
6710,3,cf4,94.38
6711,0,cf1,98.80
6711,1,cf2,97.27
6711,2,cf3,43.63
6711,3,cf4,94.23
6712,0,cf1,98.70
6712,1,cf2,97.15
6712,2,cf3,43.57
6712,3,cf4,94.08
6713,0,cf1,98.60
6713,1,cf2,97.03
6713,2,cf3,43.50
6713,3,cf4,93.93
6714,0,cf1,98.50
6714,1,cf2,96.91
6714,2,cf3,43.43
6714,3,cf4,93.78
6715,0,cf1,98.40
6715,1,cf2,96.79
6715,2,cf3,43.36
6715,3,cf4,93.63
6716,0,cf1,98.30
6716,1,cf2,96.67
6716,2,cf3,43.29
6716,3,cf4,93.48
6717,0,cf1,98.20
6717,1,cf2,96.55
6717,2,cf3,43.23
6717,3,cf4,93.33
6718,0,cf1,98.10
6718,1,cf2,96.43
6718,2,cf3,43.16
6718,3,cf4,93.18
6719,0,cf1,98.00
6719,1,cf2,96.31
6719,2,cf3,43.09
6719,3,cf4,93.03
6720,0,cf1,97.90
6720,1,cf2,96.19
6720,2,cf3,43.02
6720,3,cf4,92.88
6721,0,cf1,97.80
6721,1,cf2,96.07
6721,2,cf3,42.95
6721,3,cf4,92.73
6722,0,cf1,97.70
6722,1,cf2,95.95
6722,2,cf3,42.87
6722,3,cf4,92.58
6723,0,cf1,97.60
6723,1,cf2,95.83
6723,2,cf3,42.80
6723,3,cf4,92.43
6724,0,cf1,97.50
6724,1,cf2,95.71
6724,2,cf3,42.73
6724,3,cf4,92.28
6725,0,cf1,97.40
6725,1,cf2,95.59
6725,2,cf3,42.66
6725,3,cf4,92.13
6726,0,cf1,97.30
6726,1,cf2,95.47
6726,2,cf3,42.59
6726,3,cf4,91.98
6727,0,cf1,97.20
6727,1,cf2,95.35
6727,2,cf3,42.51
6727,3,cf4,91.83
6728,0,cf1,97.10
6728,1,cf2,95.23
6728,2,cf3,42.44
6728,3,cf4,91.68
6729,0,cf1,97.00
6729,1,cf2,95.11
6729,2,cf3,42.36
6729,3,cf4,91.53
6730,0,cf1,96.90
6730,1,cf2,94.99
6730,2,cf3,42.29
6730,3,cf4,91.38
6731,0,cf1,96.80
6731,1,cf2,94.87
6731,2,cf3,42.21
6731,3,cf4,91.23
6732,0,cf1,96.70
6732,1,cf2,94.75
6732,2,cf3,42.14
6732,3,cf4,91.08
6733,0,cf1,96.60
6733,1,cf2,94.63
6733,2,cf3,42.06
6733,3,cf4,90.93
6734,0,cf1,96.50
6734,1,cf2,94.51
6734,2,cf3,41.99
6734,3,cf4,90.78
6735,0,cf1,96.40
6735,1,cf2,94.39
6735,2,cf3,41.91
6735,3,cf4,90.63
6736,0,cf1,96.30
6736,1,cf2,94.27
6736,2,cf3,41.83
6736,3,cf4,90.48
6737,0,cf1,96.20
6737,1,cf2,94.15
6737,2,cf3,41.75
6737,3,cf4,90.33
6738,0,cf1,96.10
6738,1,cf2,94.03
6738,2,cf3,41.67
6738,3,cf4,90.18
6739,0,cf1,96.00
6739,1,cf2,93.91
6739,2,cf3,41.60
6739,3,cf4,90.03
6740,0,cf1,95.90
6740,1,cf2,93.79
6740,2,cf3,41.52
6740,3,cf4,89.88
6741,0,cf1,95.80
6741,1,cf2,93.67
6741,2,cf3,41.44
6741,3,cf4,89.73
6742,0,cf1,95.70
6742,1,cf2,93.55
6742,2,cf3,41.36
6742,3,cf4,89.58
6743,0,cf1,95.60
6743,1,cf2,93.43
6743,2,cf3,41.28
6743,3,cf4,89.43
6744,0,cf1,95.50
6744,1,cf2,93.32
6744,2,cf3,41.20
6744,3,cf4,89.28
6745,0,cf1,95.40
6745,1,cf2,93.20
6745,2,cf3,41.12
6745,3,cf4,89.13
6746,0,cf1,95.30
6746,1,cf2,93.08
6746,2,cf3,41.04
6746,3,cf4,88.99
6747,0,cf1,95.20
6747,1,cf2,92.96
6747,2,cf3,40.96
6747,3,cf4,88.84
6748,0,cf1,95.11
6748,1,cf2,92.84
6748,2,cf3,40.88
6748,3,cf4,88.69
6749,0,cf1,95.01
6749,1,cf2,92.73
6749,2,cf3,40.80
6749,3,cf4,88.55
6750,0,cf1,94.91
6750,1,cf2,92.61
6750,2,cf3,40.72
6750,3,cf4,88.40
6751,0,cf1,94.81
6751,1,cf2,92.49
6751,2,cf3,40.64
6751,3,cf4,88.26
6752,0,cf1,94.72
6752,1,cf2,92.38
6752,2,cf3,40.57
6752,3,cf4,88.12
6753,0,cf1,94.62
6753,1,cf2,92.26
6753,2,cf3,40.49
6753,3,cf4,87.97
6754,0,cf1,94.52
6754,1,cf2,92.15
6754,2,cf3,40.41
6754,3,cf4,87.83
6755,0,cf1,94.43
6755,1,cf2,92.03
6755,2,cf3,40.33
6755,3,cf4,87.69
6756,0,cf1,94.33
6756,1,cf2,91.92
6756,2,cf3,40.26
6756,3,cf4,87.55
6757,0,cf1,94.23
6757,1,cf2,91.80
6757,2,cf3,40.18
6757,3,cf4,87.41
6758,0,cf1,94.14
6758,1,cf2,91.69
6758,2,cf3,40.10
6758,3,cf4,87.27
6759,0,cf1,94.04
6759,1,cf2,91.58
6759,2,cf3,40.02
6759,3,cf4,87.13
6760,0,cf1,93.95
6760,1,cf2,91.46
6760,2,cf3,39.95
6760,3,cf4,86.99
6761,0,cf1,93.85
6761,1,cf2,91.35
6761,2,cf3,39.87
6761,3,cf4,86.85
6762,0,cf1,93.76
6762,1,cf2,91.24
6762,2,cf3,39.79
6762,3,cf4,86.71
6763,0,cf1,93.67
6763,1,cf2,91.13
6763,2,cf3,39.72
6763,3,cf4,86.58
6764,0,cf1,93.57
6764,1,cf2,91.02
6764,2,cf3,39.64
6764,3,cf4,86.44
6765,0,cf1,93.48
6765,1,cf2,90.91
6765,2,cf3,39.57
6765,3,cf4,86.31
6766,0,cf1,93.38
6766,1,cf2,90.80
6766,2,cf3,39.49
6766,3,cf4,86.17
6767,0,cf1,93.29
6767,1,cf2,90.69
6767,2,cf3,39.42
6767,3,cf4,86.04
6768,0,cf1,93.20
6768,1,cf2,90.58
6768,2,cf3,39.34
6768,3,cf4,85.90
6769,0,cf1,93.11
6769,1,cf2,90.47
6769,2,cf3,39.26
6769,3,cf4,85.77
6770,0,cf1,93.01
6770,1,cf2,90.36
6770,2,cf3,39.19
6770,3,cf4,85.64
6771,0,cf1,92.92
6771,1,cf2,90.25
6771,2,cf3,39.12
6771,3,cf4,85.51
6772,0,cf1,92.83
6772,1,cf2,90.14
6772,2,cf3,39.04
6772,3,cf4,85.38
6773,0,cf1,92.74
6773,1,cf2,90.04
6773,2,cf3,38.97
6773,3,cf4,85.25
6774,0,cf1,92.65
